Formula,Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Excitation source (nm),T50 (K)
Ca2Lu0.6TaO6Eu0.4,10,6,0.4,5.6,235,73,8,65,563.95568,180.94788,15.999,164.94888,745,185,60,125,6.9399999999999995,3.44,0,3.44,17,6,2,4,38.377035199999995,13.618054,5.425871,8.192183,228.8,73,25.200000000000003,47.8,522.86356,180.94788,60.7856,120.16228,1044,360,74,286,24.740000000000002,20.64,0,20.64,47,36,0.8,35.2,107.007881,81.708324,2.268154,79.44017000000001,396,583
SrBi2B2O7Sm0.04Eu0.06,12.1,7,0.04,6.96,259,83,5,78,625.7334000000001,208.9804,10.81,198.1704,875,200,60,140,9.5,3.44,0,3.44,20,6,2,4,46.2105512,13.618054,5.64371,7.974344000000001,276.26,166,2.48,163.52,654.32604,417.9608,6.014400000000001,411.9464,1128.5,420,7.4,412.6,32.956799999999994,24.08,0,24.08,60.199999999999996,42,0.08,41.92,132.7542867,95.326378,0.2257484,95.1006296,403,583
CaAlSiN3Eu1,7,3,1,2,117,63,7,56,261.1155385,151.964,14.007,137.957,665,185,65,120,7.55,3.04,0,3.04,16,5,2,3,40.4551216,14.53413,5.670385,8.863745,131,63,13,50,289.1295385,151.964,26.9815385,124.9824615,795,195,110,85,13.63,9.120000000000001,0,9.120000000000001,26,15,2,13,69.5233816,43.60239,5.670385,37.932005000000004,450,590
Na3Bi0.8P2O8Eu0.1Sm0.1,14,8,0.1,7.9,242,83,8,75,581.266931278,208.9804,15.999,192.9814,870,185,60,125,9.629999999999999,3.44,0,3.44,21,6,1,5,47.84342770000001,13.618054,5.1390767,8.4789773,205.9,66.4,6.2,60.2,456.325551836,167.18432,15.036000000000001,152.14832,1385,540,18.5,521.5,36.327,27.52,0,27.52,65.4,48,0.2,47.8,152.2948564,108.944432,0.564371,108.38006100000001,403,593
Sr0.98Si2O2N2Eu0.02,7,2,0.02,1.98,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.329999999999998,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,96.50000000000001,37.24,1.26,35.980000000000004,205.08888,85.8676,3.03928,82.82831999999999,669.7,220,3.7,216.3,17.691000000000003,6.88,0,6.88,32,12,0.04,11.96,78.302111556,29.06826,0.1134077,28.9548523,450,600
BaSi2N2O2Eu0.02,7.02,2,0.02,1.98,148,63,7,56,347.382,151.964,14.007,137.957,635,215,60,155,9.27,3.44,0,3.44,19,6,2,4,47.185916000000006,14.53413,5.211664,9.322465999999999,115.26,56,1.26,54.74,256.54828000000003,137.327,3.03928,134.28772,688.7,220,3.7,216.3,17.65,6.88,0,6.88,32.04,12,0.04,11.96,77.9328057,29.06826,0.1134077,28.9548523,450,600
Sr0.98Si2N2O2Eu0.02,7,2,0.02,1.98,130,63,7,56,297.675,151.964,14.007,137.957,620,200,60,140,9.33,3.44,0,3.44,19,6,2,4,47.6691192,14.53413,5.670385,8.863745,96.50000000000001,37.24,1.26,35.980000000000004,205.08888,85.8676,3.03928,82.82831999999999,669.7,220,3.7,216.3,17.691,6.88,0,6.88,32,12,0.04,11.96,78.302111556,29.06826,0.1134077,28.9548523,450,600
Ba0.98Si2N2O2Eu0.02,7,2,0.02,1.98,148,63,7,56,347.382,151.964,14.007,137.957,635,215,60,155,9.27,3.44,0,3.44,19,6,2,4,47.185916000000006,14.53413,5.211664,9.322465999999999,114.14,54.879999999999995,1.26,53.62,253.80173999999997,134.58046,3.03928,131.54118,684.4000000000001,220,3.7,216.3,17.6322,6.88,0,6.88,32,12,0.04,11.96,77.82857242,29.06826,0.1134077,28.9548523,450,600
Na3P2O8Eu1,14,8,1,7,97,63,8,55,221.926531278,151.964,15.999,135.965,525,185,60,125,6.5600000000000005,3.44,0,3.44,14,6,1,5,34.91420170000001,13.618054,5.1390767,8.4789773,190,64,30,34,410.872831836,151.964,61.947523996,90.016476004,1405,540,185,355,34.69,27.52,0,27.52,63,48,2,46,151.0054191,108.944432,5.670385,103.27404700000001,393,600
Sr0.92MgP2O7Ce0.04Dy0.04,10.999999999999998,7,0.04,6.96,197,66,8,58,461.513761998,162.5,15.999,146.501,870,200,60,140,10.229999999999999,3.44,0.95,2.49,19,6,2,4,48.923492200000005,13.618054,5.5386,8.079454000000002,137.92,56,2.32,53.68,290.960563996,111.99300000000001,5.604640000000001,106.38836,968.4,420,7,413,30.737599999999997,24.08,0.044800000000000006,24.0352,56,42,0.08,41.92,129.644368824,95.326378,0.221544,95.10483400000001,300,600
KCaYP2O8Eu0.01Mn0.05,13.06,8,0.01,7.99,189,63,8,55,421.9569459979999,151.964,15.999,135.965,1065,220,60,160,10.22,3.44,0,3.44,26,7,1,6,53.88022174,13.618054,4.34066354,9.27739046,173.88,64,0.63,63.37,362.288206196,127.992,1.51964,126.47236000000001,1268.85,480,1.85,478.15,35.0175,27.52,0,27.52,64.36999999999999,48,0.02,47.98,147.01728749,108.944432,0.05670385,108.88772815,380,603
Y3Al5O12Ce0.02,20.02,12,0.02,11.98,118,58,8,50,272.0023785,140.116,15.999,124.11700000000002,550,185,60,125,7.39,3.44,1.12,2.32,14,6,2,4,31.3596824,13.618054,5.5386,8.079454000000002,279.16,117,1.16,115.84,596.4155324999999,266.71752,2.8023200000000004,263.91519999999997,1888.7,720,3.7,716.3,53.0124,41.28,0.022400000000000003,41.257600000000004,96.04,72,0.04,71.96,212.108042,163.416648,0.110772,163.305876,340,607
K4BaSi3O9Eu0.05,17.05,9,0.05,8.95,160,63,8,55,372.4733,151.964,15.999,135.965,790,220,60,160,7.05,3.44,0,3.44,15,6,1,5,36.992449539999996,13.618054,4.34066354,9.27739046,249.15,76,3.1500000000000004,72.85,529.5644,156.3932,7.5982,148.79500000000002,1974.25,880,9.25,870.75,40.83,30.96,0,30.96,72.1,54,0.1,53.9,169.87537241000004,122.562486,0.28351925,122.27896675000001,266,608
K4SrSi3O9Eu0.05,17.05,9,0.05,8.95,142,63,8,55,322.7663,151.964,15.999,135.965,775,220,60,160,7.109999999999999,3.44,0,3.44,15,6,1,5,37.47565274,13.618054,4.34066354,9.27739046,231.15,76,3.1500000000000004,72.85,479.8574,156.3932,7.5982,148.79500000000002,1959.25,880,9.25,870.75,40.89,30.96,0,30.96,72.1,54,0.1,53.9,170.35857561000003,122.562486,0.28351925,122.27896675000001,266,610
Ca2La0.5SbO6Eu0.5,10,6,0.5,5.5,199,63,8,55,468.70647,151.964,15.999,135.965,765,195,60,135,7.59,3.44,0,3.44,18,6,2,4,39.5868832,13.618054,5.5769,8.041154,199,51,28.5,22.5,443.344735,121.76,69.452735,52.307265,1055,360,92.5,267.5,25.240000000000002,20.64,0,20.64,47.5,36,1,35,108.16666590000001,81.708324,2.78845,78.91987400000001,465,610
NaSr0.993PO4Sm0.007,7,4,0.007,3.993,134,62,8,54,307.94253127800005,150.36,15.999,134.36100000000002,725,200,60,140,8.68,3.44,0.93,2.51,16,6,1,5,40.5823939,13.618054,5.1390767,8.4789773,96.168,37.734,0.434,37.300000000000004,206.018711278,87.00666000000001,1.0525200000000001,85.95414000000001,719.895,240,1.295,238.705,17.831539999999997,13.76,0.00819,13.751809999999999,32,24,0.014,23.986,75.7924877996,54.472216,0.039505969999999994,54.43271003,403,623
Sr7La2.9P2.5Si3B1.5O26Ce0.01,42.91,26,0.01,25.99,195,58,5,53,452.509231998,140.116,10.81,129.306,935,200,60,140,12.739999999999998,3.44,0.95,2.49,25,6,2,4,57.364809199999996,13.618054,5.5386,8.079454000000002,726.88,266,0.58,265.42,1611.4454279949996,613.34,1.4011600000000002,611.93884,4234.85,1560,1.85,1558.15,113.5262,89.44,0.011200000000000002,89.4288,207.72,156,0.02,155.98,473.28066290000004,354.069404,0.055386,354.014018,351,623
La2.8GaGe5O16Tb0.15Eu0.05,25,16,0.05,15.95,256,65,8,57,608.1468199999999,158.92535,15.999,142.92635,870,195,60,135,8.36,3.44,0,3.44,20,6,2,4,44.6278758,13.618054,5.5769,8.041154,491.5,160,3.1500000000000004,156.85,1109.2293184999999,388.935316,7.5982,381.337116,2296.5,960,9.25,950.75,69.98,55.04,0,55.04,127.8,96,0.1,95.9,280.16375005,217.888864,0.28351925,217.60534475,377,623
KMg4P3O12Eu0.02Mn0.35,20.37,12,0.02,11.98,142,63,8,55,317.278105998,151.964,15.999,135.965,855,220,60,160,9.31,3.44,0,3.44,23,7,1,6,49.19604154,13.618054,4.34066354,9.27739046,218.01,96,1.26,94.74,443.495181394,191.988,3.03928,188.94872,1892.7,720,3.7,716.3,54.4525,41.28,0,41.28,98.49000000000001,72,0.04,71.96,232.51762354000002,163.416648,0.1134077,163.3032403,365,623
K2BiPO8MoSm0.05,13.05,8,0.05,7.95,229,83,8,75,541.3614619980001,208.9804,15.999,192.9814,870,220,60,160,11.68,3.44,0.82,2.62,25,6,1,5,48.46705954,13.618054,4.34066354,9.27739046,245.1,83,3.1,79.9,549.610761998,208.9804,7.518000000000001,201.4624,1334.25,480,9.25,470.75,35.4685,27.52,0.058499999999999996,27.4615,66.1,48,0.1,47.9,142.77257658000002,108.944432,0.2821855,108.66224650000001,404,630
Y3Al5O12Ce0.01,20.01,12,0.01,11.99,118,58,8,50,272.0023785,140.116,15.999,124.11700000000002,550,185,60,125,7.39,3.44,1.12,2.32,14,6,2,4,31.3596824,13.618054,5.5386,8.079454000000002,278.58,117,0.58,116.42,595.0143724999999,266.71752,1.4011600000000002,265.31636,1886.85,720,1.85,718.15,53.001200000000004,41.28,0.011200000000000002,41.2688,96.02,72,0.02,71.98,212.052656,163.416648,0.055386,163.361262,340,642
Ca0.98Li0.01AlSiN3Ce0.01,6,3,0.01,2.99,115,58,3,55,256.20753850000006,140.116,6.94,133.17600000000002,810,185,65,120,9.650000000000002,3.04,0.98,2.06,17,5,1,4,45.715051361,14.53413,5.391714761,9.142415238999998,68.21,21,0.03,20.97,137.8345385,42.021,0.0694,41.9516,609.7,195,1.45,193.55,13.631000000000002,9.120000000000001,0.0098,9.1102,23.99,15,0.01,14.99,63.84003664361,43.60239,0.05391714761,43.54847285239,460,643
Ca0.98AlSiN3Ce0.01Li0.01,6,3,0.01,2.99,115,58,3,55,256.20753850000006,140.116,6.94,133.17600000000002,810,185,65,120,9.65,3.04,0.98,2.06,17,5,1,4,45.715051361,14.53413,5.391714761,9.142415238999998,68.21,21,0.03,20.97,137.83453850000004,42.021,0.0694,41.9516,609.7,195,1.45,193.55,13.631000000000002,9.120000000000001,0.0098,9.1102,23.990000000000002,15,0.01,14.99,63.84003664361,43.60239,0.05391714761,43.54847285239,460,643
Y1.55Ti2O7Eu0.45,11,7,0.45,6.55,132,63,8,55,304.73584,151.964,15.999,135.965,565,185,60,125,6.199999999999999,3.44,0,3.44,15,6,2,4,32.333819000000005,13.618054,5.670385,7.947669000000001,188.79999999999998,60.45,28.35,32.1,413.914852,137.804052,68.38380000000001,69.420252,1062.25,420,83.25,336.75,29.051,24.08,0,24.08,55.55,42,0.9,41.1,121.17104425,95.326378,2.55167325,92.77470475000001,395,649
Ca0.99AlSiN2.9933O0.015Ce0.01,6.008299999999999,2.9933,0.01,2.9833000000000003,120,58,7,51,265.2665385,140.116,14.007,126.10900000000001,725,185,60,125,12.11,3.44,1,2.44,22,6,2,4,53.9413906,14.53413,5.5386,8.995529999999999,68.45309999999999,20.9531,0.12,20.833099999999998,138.3120566,41.9271531,0.239985,41.6871681,610.5145,194.5645,0.8999999999999999,193.6645,13.662432,9.099632,0.011200000000000002,9.088432,24.0565,14.9665,0.02,14.9465,63.95414318699999,43.505011329,0.055386,43.449625329,460,663
Ba2LuB2O6ClEu0.03,12.03,6,0.03,5.97,220,71,5,66,526.5168000000001,174.9668,10.81,164.1568,820,215,60,155,10.530000000000001,3.44,0,3.44,22,7,2,5,51.19162299999999,13.618054,5.211664,8.406390000000002,259.89,112,1.89,110.11,607.24372,274.654,4.55892,270.09508,1240.55,430,5.55,424.45,30.66,20.64,0,20.64,55.06,36,0.06,35.94,127.29130255,81.708324,0.17011154999999997,81.53821245,365,673
KCaYP2O8Eu0.01Mn0.05,13.06,8,0.01,7.99,189,63,8,55,421.9569459979999,151.964,15.999,135.965,1065,220,60,160,10.22,3.44,0,3.44,26,7,1,6,53.88022174,13.618054,4.34066354,9.27739046,173.88,64,0.63,63.37,362.288206196,127.992,1.51964,126.47236000000001,1268.85,480,1.85,478.15,35.0175,27.52,0,27.52,64.36999999999999,48,0.02,47.98,147.01728749,108.944432,0.05670385,108.88772815,380,673
Ba3La0.9P3O12Tb0.05Sm0.05,19,12,0.05,11.95,263,65,8,57,632.490581998,158.92535,15.999,142.92635,930,215,60,155,8.79,3.44,0,3.44,20,6,2,4,46.400814,13.618054,5.211664,8.406390000000002,366.65000000000003,168,3.1,164.9,837.3694764939999,411.981,7.518000000000001,404.46299999999997,1858.5,720,8.75,711.25,51.56850000000001,41.28,0,41.28,95.89999999999999,72,0.1,71.9,216.10628350000002,163.416648,0.2821855,163.1344625,377,700
Rb2PO8MoEu1,13,8,1,7,165,63,8,55,380.354561998,151.964,15.999,135.965,725,235,60,175,8.61,3.44,0,3.44,20,6,1,5,41.044683000000006,13.618054,4.177128,9.440926000000001,258,74,15,59,577.8153619980001,170.9356,30.973761998,139.96183800199998,1380,480,100,380,33.510000000000005,27.52,0,27.52,63,48,2,46,140.548189,108.944432,5.670385,103.27404700000001,393.5,716
KMg4P3O12Eu0.02Li0.025,20.044999999999998,12,0.02,11.98,120,63,3,60,269.280061998,151.964,6.94,145.024,860,220,60,160,8.74,3.44,0,3.44,17,6,1,5,47.153738301000004,13.618054,4.34066354,9.27739046,209.33499999999998,96,0.07500000000000001,95.925,424.440365994,191.988,0.17350000000000002,191.8145,1847.325,720,3.625,716.375,53.93450000000001,41.28,0,41.28,96.06500000000001,72,0.025,71.975,230.05051010902503,163.416648,0.1134077,163.3032403,365,723
KMg4P3O12Eu0.01,20.01,12,0.01,11.99,117,63,8,55,262.340061998,151.964,15.999,135.965,715,220,60,160,7.76,3.44,0,3.44,16,6,1,5,41.76202354,13.618054,4.34066354,9.27739046,208.63,96,0.63,95.37,422.74722599399996,191.988,1.51964,190.46836,1841.85,720,1.85,718.15,53.910000000000004,41.28,0,41.28,96.02,72,0.02,71.98,229.85901339,163.416648,0.05670385,163.35994415000002,365,823
KMg4P3O12Eu0.02,20.02,12,0.02,11.98,117,63,8,55,262.340061998,151.964,15.999,135.965,715,220,60,160,7.76,3.44,0,3.44,16,6,1,5,41.76202354,13.618054,4.34066354,9.27739046,209.26,96,1.26,94.74,424.266865994,191.988,3.03928,188.94872,1843.7,720,3.7,716.3,53.910000000000004,41.28,0,41.28,96.04,72,0.04,71.96,229.91571724000002,163.416648,0.1134077,163.3032403,365,823
