Formula,Atomic Ratio_sum,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,ARW_Atomic Number_sum,ARW_Atomic Number_max,ARW_Atomic Number_min,ARW_Atomic Number_diff,ARW_Atomic Weight_sum,ARW_Atomic Weight_max,ARW_Atomic Weight_min,ARW_Atomic Weight_diff,ARW_Atomic Radius_sum,ARW_Atomic Radius_max,ARW_Atomic Radius_min,ARW_Atomic Radius_diff,ARW_EN pauling_sum,ARW_EN pauling_max,ARW_EN pauling_min,ARW_EN pauling_diff,ARW_Valence Electron_sum,ARW_Valence Electron_max,ARW_Valence Electron_min,ARW_Valence Electron_diff,ARW_Ionization Energy_sum,ARW_Ionization Energy_max,ARW_Ionization Energy_min,ARW_Ionization Energy_diff,Temperature (K),Excitation source (nm),IQE
Ca1.97Gd7.6Si6O26Ce0.05Mn0.015,41.635,26,0.015,25.985,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,821.0749999999999,486.4,0.375,486.025,1866.3675306599996,1195.1,0.82407066,1194.27592934,3953.95,1560,2.1,1557.9,112.00925,89.44,0.02325,89.41675,199.34499999999997,156,0.1,155.9,462.149307614,354.069404,0.11151027,353.95789373,298,313,6.1
Ca1.98Gd7.6Si6O26Ce0.05Mn0.01,41.63999999999999,26,0.01,25.99,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,821.15,486.4,0.25,486.15,1866.4936204399999,1195.1,0.54938044,1194.5506195599999,3955.05,1560,1.4000000000000001,1558.6,112.0115,89.44,0.015500000000000002,89.4245,199.32999999999998,156,0.07,155.93,462.173269076,354.069404,0.07434018,353.99506382000004,298,352,6.1
Ca1.9Gd8Si6O26Ce0.05,41.949999999999996,26,0.05,25.95,164,64,8,56,381.528,157.25,15.999,141.251,715,185,60,125,8.66,3.44,1,2.44,16,6,2,4,39.571288200000005,13.618054,5.5386,8.079454000000002,844.9,512,2.9000000000000004,509.1,1925.638,1258,7.005800000000001,1250.9942,4011.25,1560,9.25,1550.75,112.396,89.44,0.05600000000000001,89.384,199.9,156,0.1,155.9,464.06979488,354.069404,0.27693,353.792474,298,352,6.2
Ca1.98Gd7.6Si6O26Ce0.05Mn0.01,41.63999999999999,26,0.01,25.99,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,821.15,486.4,0.25,486.15,1866.4936204399999,1195.1,0.54938044,1194.5506195599999,3955.05,1560,1.4000000000000001,1558.6,112.0115,89.44,0.015500000000000002,89.4245,199.32999999999998,156,0.07,155.93,462.173269076,354.069404,0.07434018,353.99506382000004,298,330,6.3
Ca1.97Gd7.6Si6O26Ce0.05Mn0.015,41.635,26,0.015,25.985,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,821.0749999999999,486.4,0.375,486.025,1866.3675306599996,1195.1,0.82407066,1194.27592934,3953.95,1560,2.1,1557.9,112.00925,89.44,0.02325,89.41675,199.34499999999997,156,0.1,155.9,462.149307614,354.069404,0.11151027,353.95789373,298,330,6.4
Ba3Gd0.9KP3O12FTb0.05Eu0.05,21,12,0.05,11.95,299,65,8,57,710.5358151610001,158.92535,15.999,142.92635,1185,220,50,170,12.52,3.98,0,3.98,27,7,1,6,68.76386854,17.42282,4.34066354,13.08215646,401,168,3.1500000000000004,164.85,912.0564566569999,411.981,7.5982,404.3828,2115,720,8.75,711.25,56.4,41.28,0,41.28,102.99999999999999,72,0.1,71.9,238.38670719000004,163.416648,0.28351925,163.13312875,298,276,6.45
Ca1.99Gd7.6Si6O26Ce0.05Mn0.005,41.645,26,0.005,25.995,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,821.2249999999999,486.4,0.125,486.275,1866.6197102199997,1195.1,0.27469022,1194.82530978,3956.1499999999996,1560,0.7000000000000001,1559.3,112.01374999999999,89.44,0.007750000000000001,89.43225,199.315,156,0.035,155.965,462.19723053800004,354.069404,0.03717009,354.03223391,298,287,6.5
Ca0.925TiO3Eu0.05,4.975,3,0.05,2.95,113,63,8,55,255.908,151.964,15.999,135.965,565,185,60,125,5.98,3.44,0,3.44,14,6,2,4,32.229714200000004,13.618054,5.670385,7.947669000000001,67.65,24,3.1500000000000004,20.85,140.53435,47.997,7.5982,40.3988,495.75,180,9.25,170.75,12.785,10.32,0,10.32,23.950000000000003,18,0.1,17.9,53.62046981,40.854162,0.28351925,40.570642750000005,298,397,6.8
Ca7.92La2P6O26?Eu0.08,42,26,0.08,25.92,163,63,8,55,377.92023199799996,151.964,15.999,135.965,720,195,60,135,7.73,3.44,0,3.44,18,6,2,4,41.465180200000006,13.618054,5.5769,8.041154,575.4399999999999,208,5.04,202.96,1209.2023919880003,415.974,12.15712,403.81687999999997,3990.4,1560,14.8,1545.2,112.7,89.44,0,89.44,208,156,0.16,155.84,477.013139984,354.069404,0.4536308,353.61577320000004,298,318,7
Ca2YHf2Ga3O12Ce0.07,20.07,12,0.07,11.93,228,72,8,64,533.3118400000001,178.49,15.999,162.491,890,185,60,125,9.89,3.44,1,2.44,20,6,2,4,44.311441,13.618054,5.5386,8.079454000000002,416.06,144,4.0600000000000005,139.94,937.00696,356.98,9.808120000000002,347.17188,1972.95,720,12.950000000000001,707.05,52.6084,41.28,0.07840000000000001,41.2016,96.14,72,0.14,71.86,213.8959658,163.416648,0.38770200000000005,163.02894600000002,298,398,7
Y1.95O2SEu0.05,5,2,0.05,1.95,126,63,8,55,288.92884,151.964,15.999,135.965,525,185,60,125,7.24,3.44,0,3.44,17,6,2,4,35.865708999999995,13.618054,5.670385,7.947669000000001,111.2,76.05,3.1500000000000004,72.89999999999999,245.02258799999998,173.366388,7.5982,165.768188,580.25,351,9.25,341.75,11.839,6.88,0,6.88,23.950000000000003,12,0.1,11.9,50.00329425,27.236108,0.28351925,26.95258875,298,465,7
Ca7.92La2P6O26Eu0.08,42,26,0.08,25.92,163,63,8,55,377.92023199799996,151.964,15.999,135.965,720,195,60,135,7.73,3.44,0,3.44,18,6,2,4,41.465180200000006,13.618054,5.5769,8.041154,575.4399999999999,208,5.04,202.96,1209.2023919880003,415.974,12.15712,403.81687999999997,3990.4,1560,14.8,1545.2,112.7,89.44,0,89.44,208,156,0.16,155.84,477.013139984,354.069404,0.4536308,353.61577320000004,298,318,7
CaYAlO4Tb0.001,7.001,4,0.001,3.999,145,65,8,57,330.8897285,158.92535,15.999,142.92635,720,180,60,120,7.27,3.44,0,3.44,16,6,2,4,37.7980376,13.618054,5.8638,7.754254,104.065,39,0.065,38.935,220.12030385,88.90584,0.15892535000000002,88.74691465,725.175,240,0.17500000000000002,239.825,17.59,13.76,0,13.76,32.002,24,0.002,23.998,72.7942634,54.472216,0.005863800000000001,54.4663522,298,248,7
Ca0.95Ti0.97O3Eu0.05Al0.03,5,3,0.03,2.97,126,63,8,55,282.88953849999996,151.964,15.999,135.965,690,185,60,125,7.590000000000001,3.44,0,3.44,17,6,2,4,38.2154826,13.618054,5.670385,7.947669000000001,67.88000000000001,24,0.39,23.61,140.909736155,47.997,0.809446155,47.187553845,499.79999999999995,180,3.75,176.25,12.8121,10.32,0,10.32,23.970000000000002,18,0.09,17.91,53.748028142,40.854162,0.179573052,40.674588948,298,397,7
Ca1.98Gd7.6Si6O26Ce0.05Mn0.01,41.63999999999999,26,0.01,25.99,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,821.15,486.4,0.25,486.15,1866.4936204399999,1195.1,0.54938044,1194.5506195599999,3955.05,1560,1.4000000000000001,1558.6,112.0115,89.44,0.015500000000000002,89.4245,199.32999999999998,156,0.07,155.93,462.173269076,354.069404,0.07434018,353.99506382000004,298,287,7.2
Ca0.55TiO3Eu0.3,4.85,3,0.3,2.7,113,63,8,55,255.908,151.964,15.999,135.965,565,185,60,125,5.98,3.44,0,3.44,14,6,2,4,32.229714200000004,13.618054,5.670385,7.947669000000001,75.9,24,11,13,163.49609999999998,47.997,22.042900000000003,25.954099999999997,474.5,180,55.5,124.5,12.41,10.32,0,10.32,23.700000000000003,18,0.6,17.4,52.74563286,40.854162,1.7011154999999998,39.1530465,298,397,7.3
Ca1.97Gd7.6Si6O26Ce0.05Mn0.015,41.635,26,0.015,25.985,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,821.0749999999999,486.4,0.375,486.025,1866.3675306599996,1195.1,0.82407066,1194.27592934,3953.95,1560,2.1,1557.9,112.00925,89.44,0.02325,89.41675,199.34499999999997,156,0.1,155.9,462.149307614,354.069404,0.11151027,353.95789373,298,352,7.4
Ca1.96Gd7.Si6O26Ce0.05Mn0.02,41.03,26,0.02,25.98,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,782.6,448,0.5,447.5,1771.89144088,1100.75,1.09876088,1099.65123912,3844.8500000000004,1560,2.8000000000000003,1557.2,111.28699999999999,89.44,0.031000000000000003,89.40899999999999,198.16,156,0.1,155.9,458.43546855200003,354.069404,0.14868036,353.92072364,298,330,7.6
ZnOEu0.004,2.004,1,0.004,0.996,101,63,8,55,233.343,151.964,15.999,135.965,380,185,60,125,5.09,3.44,0,3.44,20,12,2,10,28.682638,13.618054,5.670385,7.947669000000001,38.252,30,0.252,29.748,81.98685599999999,65.38,0.607856,64.772144,195.74,135,0.74,134.26,5.09,3.44,0,3.44,18.008,12,0.008,11.992,23.034934540000002,13.618054,0.02268154,13.59537246,298,466,7.8
Sr2V2O7,11,7,2,5,69,38,8,30,154.5605,87.62,15.999,71.62100000000001,395,200,60,140,6.02,3.44,0.95,2.49,13,6,2,4,26.0591082,13.618054,5.6948672,7.923186800000001,178,76,46,30,389.116,175.24,101.883,73.35700000000001,1090,420,270,150,29.24,24.08,1.9,22.18,56,42,4,38,120.2084864,95.326378,11.3897344,83.93664360000001,298,350,8
Ba1.28Ca0.58SiO4Eu0.02Mn0.12,6.999999999999999,4,0.02,3.98,186,63,8,55,428.39104399999997,151.964,15.999,135.965,890,215,60,155,8.780000000000001,3.44,0,3.44,23,7,2,5,46.1989592,13.618054,5.211664,8.406390000000002,133.54,71.68,1.26,70.42,300.73664528,175.77856,3.03928,172.73928,750.0999999999999,275.2,3.7,271.5,17.5652,13.76,0,13.76,32.6,24,0.04,23.96,73.845948796,54.472216,0.1134077,54.3588083,298,390,8
Ca0.9TiO3Eu0.05Li0.05,5,3,0.05,2.95,116,63,3,60,262.848,151.964,6.94,145.024,710,185,60,125,6.960000000000001,3.44,0,3.44,15,6,1,5,37.62142896100001,13.618054,5.391714761,8.226339239000001,67.30000000000001,24,0.15000000000000002,23.85,139.8794,47.997,0.34700000000000003,47.65,498.5,180,7.25,172.75,12.809,10.32,0,10.32,23.950000000000003,18,0.05,17.95,53.73722666805,40.854162,0.26958573805,40.584576261950005,298,397,8.3
SrLa1.5Mg2W2O12Eu0.5,19,12,0.5,11.5,252,74,8,66,602.63347,183.84,15.999,167.841,925,200,60,140,8.5,3.44,0,3.44,21,6,2,4,46.0704712,13.618054,5.5769,8.041154,423,148,24,124,980.2382050000001,367.68,48.61,319.07,1875,720,92.5,627.5,49.900000000000006,41.28,0,41.28,95.5,72,1,71,211.3325877,163.416648,2.8351925,160.5814555,298,395,8.8
Ba2Y3Si3O12FEu0.02,21.02,12,0.02,11.98,189,63,8,55,441.279243163,151.964,15.999,135.965,800,215,50,165,11.43,3.98,0,3.98,24,7,2,5,56.291866,17.42282,5.211664,12.211156000000003,377.26,117,1.26,115.74,839.6522031629999,274.654,3.03928,271.61472,2073.7,720,3.7,716.3,56.4,41.28,0,41.28,104.04,72,0.04,71.96,234.48303270000002,163.416648,0.1134077,163.3032403,298,350,8.8
Ca1.96Gd7.6Si6O26Ce0.05Mn0.02,41.63,26,0.02,25.98,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,821,486.4,0.5,485.9,1866.2414408799998,1195.1,1.09876088,1194.0012391199998,3952.8500000000004,1560,2.8000000000000003,1557.2,112.00699999999999,89.44,0.031000000000000003,89.40899999999999,199.35999999999999,156,0.1,155.9,462.125346152,354.069404,0.14868036,353.92072364,298,352,8.9
Ca7.94La2P6O26?Eu0.06,42,26,0.06,25.94,163,63,8,55,377.92023199799996,151.964,15.999,135.965,720,195,60,135,7.73,3.44,0,3.44,18,6,2,4,41.465180200000006,13.618054,5.5769,8.041154,574.5799999999999,208,3.78,204.22,1206.964671988,415.974,9.11784,406.85616,3990.2999999999997,1560,11.1,1548.9,112.72,89.44,0,89.44,208,156,0.12,155.88,477.02199538800005,354.069404,0.34022309999999995,353.7291809,298,318,9
Ca7.94La2P6O26Eu0.06,42,26,0.06,25.94,163,63,8,55,377.92023199799996,151.964,15.999,135.965,720,195,60,135,7.73,3.44,0,3.44,18,6,2,4,41.465180200000006,13.618054,5.5769,8.041154,574.5799999999999,208,3.78,204.22,1206.964671988,415.974,9.11784,406.85616,3990.2999999999997,1560,11.1,1548.9,112.72,89.44,0,89.44,208,156,0.12,155.88,477.02199538800005,354.069404,0.34022309999999995,353.7291809,298,318,9
CaYAlO4Tb0.003,7.003,4,0.003,3.997,145,65,8,57,330.8897285,158.92535,15.999,142.92635,720,180,60,120,7.27,3.44,0,3.44,16,6,2,4,37.7980376,13.618054,5.8638,7.754254,104.195,39,0.195,38.805,220.43815455,88.90584,0.47677605000000006,88.42906395,725.525,240,0.525,239.475,17.59,13.76,0,13.76,32.006,24,0.006,23.994,72.805991,54.472216,0.0175914,54.4546246,298,248,9
Ca20Li8Al39N55Eu0.005,122.005,55,0.005,54.995,106,63,3,60,239.9705385,151.964,6.94,145.024,700,185,65,120,6.63,3.04,0,3.04,13,5,1,4,37.695153360999996,14.53413,5.391714761,9.142415238999998,1316.315,507,0.315,506.685,2680.5048215000006,1052.2800015,0.75982,1051.5201815,13210.925,4875,0.925,4874.075,257.83,167.2,0,167.2,440.01,275,0.01,274.99,1198.2472916129998,799.3771499999999,0.028351925,799.3487980749999,298,500,9
Ca1.97Gd7.6Si6O26Ce0.05Mn0.015,41.635,26,0.015,25.985,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,821.0749999999999,486.4,0.375,486.025,1866.3675306599996,1195.1,0.82407066,1194.27592934,3953.95,1560,2.1,1557.9,112.00925,89.44,0.02325,89.41675,199.34499999999997,156,0.1,155.9,462.149307614,354.069404,0.11151027,353.95789373,298,287,9.3
Sr2.685ScP3O12Eu0.005Mn0.1,18.790000000000003,12,0.005,11.995,170,63,8,55,386.45071399799997,151.964,15.999,135.965,845,200,60,140,9.49,3.44,0,3.44,25,7,2,5,49.4655002,13.618054,5.670385,7.947669000000001,266.84499999999997,102.03,0.315,101.715,571.3785183940001,235.2597,0.75982,234.49988000000002,1731.925,720,0.925,719.075,51.91575,41.28,0,41.28,96.08000000000001,72,0.01,71.99,217.500668157,163.416648,0.028351925,163.388296075,298,350,9.4
Y2O3Eu0.05,5.05,3,0.05,2.95,110,63,8,55,256.86884,151.964,15.999,135.965,425,185,60,125,4.66,3.44,0,3.44,11,6,2,4,25.505699,13.618054,5.670385,7.947669000000001,105.15,78,3.1500000000000004,74.85,233.40687999999997,177.81168,7.5982,170.21348,549.25,360,9.25,350.75,12.76,10.32,0,10.32,24.1,18,0.1,17.9,53.57220125,40.854162,0.28351925,40.570642750000005,298,394,9.6
Ca10.78Si4O22B2Eu0.02,38.800000000000004,22,0.02,21.98,110,63,5,58,246.936,151.964,10.81,141.154,620,185,60,125,8.379999999999999,3.44,0,3.44,17,6,2,4,41.85129619999999,13.618054,5.670385,7.947669000000001,458.86,215.6,1.26,214.34,921.0181200000001,432.04084,3.03928,429.00156,3874.0999999999995,1940.3999999999999,3.7,1936.6999999999998,98.13999999999999,75.67999999999999,0,75.67999999999999,175.6,132,0.04,131.96,414.813178756,299.597188,0.1134077,299.48378030000003,298,394,9.7
NaBa0.9BO3Dy0.05K0.05,6,3,0.05,2.95,165,66,5,61,388.72406928,162.5,10.81,151.69,935,220,60,160,9.340000000000002,3.44,0.82,2.62,15,6,1,5,42.54652724,13.618054,4.34066354,9.27739046,94.65,50.4,0.9500000000000001,49.449999999999996,215.47098428,123.5943,1.9549150000000002,121.639385,658.25,193.5,8.75,184.75,14.193000000000001,10.32,0.041,10.279,23.950000000000003,18,0.05,17.95,59.495740977000004,40.854162,0.21703317700000002,40.637128823000005,298,348,10
CaLa0.45B7O13Eu0.55,22,13,0.45,12.55,153,63,5,58,357.75647000000004,151.964,10.81,141.154,705,195,60,135,7.58,3.44,0,3.44,16,6,2,4,39.2765132,13.618054,5.5769,8.041154,219.3,104,20,84,469.8226615,207.987,40.078,167.909,1744.5,780,87.75,692.25,60.495000000000005,44.72,0,44.72,103.44999999999999,78,1.1,76.9,246.86230695,177.034702,2.509605,174.52509700000002,298,395,10.1
Ba3.72Na2W2O11Eu0.07,18.79,11,0.07,10.93,212,74,8,66,512.11976928,183.84,15.999,167.841,775,215,60,155,6.96,3.44,0,3.44,17,6,1,5,37.5032097,13.618054,5.1390767,8.4789773,470.7300000000001,208.32000000000002,4.41,203.91000000000003,1111.1424585600003,510.85644,10.63748,500.21896000000004,2102.75,799.8000000000001,12.950000000000001,786.85,46.410799999999995,37.839999999999996,0,37.839999999999996,87.58,66,0.14,65.86,195.58912443,149.798594,0.39692695,149.40166705000001,298,275,10.1
Ca1.94Gd7.6Si6O26Ce0.05Mn0.03,41.62,26,0.03,25.97,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,820.8499999999999,486.4,0.75,485.65,1865.9892613199997,1195.1,1.64814132,1193.45185868,3950.6499999999996,1560,4.2,1555.8,112.00249999999998,89.44,0.0465,89.3935,199.39,156,0.1,155.9,462.07742322800004,354.069404,0.22302054,353.84638346,298,313,10.1
Ca1.9Gd7.6Si6O26Ce0.05,41.55,26,0.05,25.95,164,64,8,56,381.528,157.25,15.999,141.251,715,185,60,125,8.66,3.44,1,2.44,16,6,2,4,39.571288200000005,13.618054,5.5386,8.079454000000002,819.3,486.4,2.9000000000000004,483.5,1862.7379999999998,1195.1,7.005800000000001,1188.0942,3939.25,1560,9.25,1550.75,111.916,89.44,0.05600000000000001,89.384,199.1,156,0.1,155.9,461.60987648,354.069404,0.27693,353.792474,298,287,10.4
Ba3Gd0.925KP3O12FTb0.05Eu0.025,21,12,0.025,11.975,299,65,8,57,710.5358151610001,158.92535,15.999,142.92635,1185,220,50,170,12.52,3.98,0,3.98,27,7,1,6,68.76386854,17.42282,4.34066354,13.08215646,401.025,168,1.5750000000000002,166.425,912.1886066569999,411.981,3.7991,408.1819,2114.875,720,4.625,715.375,56.43,41.28,0,41.28,102.99999999999999,72,0.05,71.95,238.398692465,163.416648,0.141759625,163.27488837500002,298,276,10.4
Ca0.85TiO3Eu0.1,4.949999999999999,3,0.1,2.9,113,63,8,55,255.908,151.964,15.999,135.965,565,185,60,125,5.98,3.44,0,3.44,14,6,2,4,32.229714200000004,13.618054,5.670385,7.947669000000001,69.3,24,6.300000000000001,17.7,145.1267,47.997,15.1964,32.8006,491.5,180,18.5,161.5,12.71,10.32,0,10.32,23.9,18,0.2,17.8,53.445502420000004,40.854162,0.5670385,40.2871235,298,397,10.6
Ca1.96Gd7.6Si6O26Ce0.05Mn0.02,41.63,26,0.02,25.98,189,64,8,56,436.466044,157.25,15.999,141.251,855,185,60,125,10.21,3.44,1,2.44,23,7,2,5,47.00530620000001,13.618054,5.5386,8.079454000000002,821,486.4,0.5,485.9,1866.2414408799998,1195.1,1.09876088,1194.0012391199998,3952.8500000000004,1560,2.8000000000000003,1557.2,112.00699999999999,89.44,0.031000000000000003,89.40899999999999,199.35999999999999,156,0.1,155.9,462.125346152,354.069404,0.14868036,353.92072364,298,287,10.8
Ba1.99ZnS3Eu0.01,6,3,0.01,2.99,165,63,16,47,386.731,151.964,32.06,119.904,635,215,100,115,5.12,2.58,0,2.58,22,12,2,10,30.636258,10.36001,5.211664,5.148346000000001,190.07,111.44,0.63,110.81,436.36037,273.28073,1.51964,271.76109,864.7,427.85,1.85,426,11.161100000000001,7.74,0,7.74,34.00000000000001,18,0.02,17.98,50.902144209999996,31.08003,0.05670385,31.02332615,298,440,11
Sr2.985ScP3O12Eu0.005,18.99,12,0.005,11.995,145,63,8,55,331.512669998,151.964,15.999,135.965,705,200,60,140,7.9399999999999995,3.44,0,3.44,18,6,2,4,42.0314822,13.618054,5.670385,7.947669000000001,275.745,113.42999999999999,0.315,113.115,592.170713994,261.5457,0.75982,260.78588,1777.925,720,0.925,719.075,52.04575,41.28,0,41.28,95.98,72,0.01,71.99,218.46572651700004,163.416648,0.028351925,163.388296075,298,350,11
CaYAlO4Tb0.005,7.005,4,0.005,3.995,145,65,8,57,330.8897285,158.92535,15.999,142.92635,720,180,60,120,7.27,3.44,0,3.44,16,6,2,4,37.7980376,13.618054,5.8638,7.754254,104.325,39,0.325,38.675,220.75600525,88.90584,0.79462675,88.11121324999999,725.875,240,0.875,239.125,17.59,13.76,0,13.76,32.01,24,0.01,23.99,72.8177186,54.472216,0.029319,54.442897,298,248,11
Ca18.75Li10.5Al39N55Eu0.005,123.255,55,0.005,54.995,106,63,3,60,239.9705385,151.964,6.94,145.024,700,185,65,120,6.63,3.04,0,3.04,13,5,1,4,37.695153360999996,14.53413,5.391714761,9.142415238999998,1298.815,507,0.315,506.685,2647.7573215,1052.2800015,0.75982,1051.5201815,13348.425,4875,0.925,4874.075,259.03,167.2,0,167.2,440.01,275,0.01,274.99,1204.0851345155,799.3771499999999,0.028351925,799.3487980749999,298,450,11
Ba1.28Ca0.6SiO4Eu0.02Mn0.1,6.999999999999999,4,0.02,3.98,186,63,8,55,428.39104399999997,151.964,15.999,135.965,890,215,60,155,8.780000000000001,3.44,0,3.44,23,7,2,5,46.1989592,13.618054,5.211664,8.406390000000002,133.44,71.68,1.26,70.42,300.4394444,175.77856,3.03928,172.73928,750.9000000000001,275.2,3.7,271.5,17.5542,13.76,0,13.76,32.5,24,0.04,23.96,73.81953154,54.472216,0.1134077,54.3588083,298,390,11
Ba3Lu4O9Bi0.01Eu0.15,16.16,9,0.01,8.99,281,83,8,75,689.2372,208.9804,15.999,192.9814,795,215,60,155,7.23,3.44,0,3.44,17,6,2,4,37.21149,13.618054,5.211664,8.406390000000002,534.2800000000001,284,0.8300000000000001,283.17,1280.7236039999998,699.8672,2.089804,697.7773960000001,1914.35,700,1.6,698.4,37.649,30.96,0,30.96,68.35,54,0.05,53.95,160.82437491,122.562486,0.07285516,122.48963084,298,356,11.1
Ba2CaZn2Si6O17Eu0.09,28.09,17,0.09,16.91,191,63,8,55,438.833,151.964,15.999,135.965,885,215,60,155,8.879999999999999,3.44,0,3.44,28,12,2,10,48.159140199999996,13.618054,5.211664,8.406390000000002,417.67,136,5.67,130.33,899.6617599999998,274.654,13.67676,260.97724,2576.65,1020,16.65,1003.35,75.96,58.48,0,58.48,156.18,102,0.18,101.82,316.25223185000004,231.506918,0.5103346499999999,230.99658335,298,395,11.2
Ba2Y3Si3O12FEu0.01,21.01,12,0.01,11.99,189,63,8,55,441.279243163,151.964,15.999,135.965,800,215,50,165,11.43,3.98,0,3.98,24,7,2,5,56.291866,17.42282,5.211664,12.211156000000003,376.63,117,0.63,116.37,838.1325631629999,274.654,1.51964,273.13436,2071.85,720,1.85,718.15,56.4,41.28,0,41.28,104.02,72,0.02,71.98,234.42632885,163.416648,0.05670385,163.35994415000002,298,350,11.2
Ca0.4TiO3Eu0.3Li0.3,5,3,0.3,2.7,116,63,3,60,262.848,151.964,6.94,145.024,710,185,60,125,6.960000000000001,3.44,0,3.44,15,6,1,5,37.62142896100001,13.618054,5.391714761,8.226339239000001,73.80000000000001,24,0.8999999999999999,23.1,159.5664,47.997,2.082,45.915,491,180,43.5,136.5,12.554,10.32,0,10.32,23.700000000000003,18,0.3,17.7,53.446174008300005,40.854162,1.6175144283,39.236647571700004,298,397,11.2
Ca2NaZn2V3O12,20,12,1,11,92,30,8,22,195.38826927999997,65.38,15.999,49.38099999999999,690,180,60,120,8.65,3.44,0.93,2.51,26,12,1,11,41.0106719,13.618054,5.1390767,8.4789773,276,96,11,85,578.71826928,191.988,22.98976928,168.99823072,1935,720,180,540,52.400000000000006,41.28,0.93,40.35,116,72,1,71,219.8089941,163.416648,5.1390767,158.2775713,298,365,11.4
Sr2.97ScP3O12Eu0.005Mn0.005,18.979999999999997,12,0.005,11.995,170,63,8,55,386.45071399799997,151.964,15.999,135.965,845,200,60,140,9.49,3.44,0,3.44,25,7,2,5,49.4655002,13.618054,5.670385,7.947669000000001,275.3,112.86000000000001,0.125,112.73500000000001,591.1311042140001,260.2314,0.27469022,259.95670978,1775.625,720,0.7000000000000001,719.3,52.03925,41.28,0,41.28,95.985,72,0.01,71.99,218.417473599,163.416648,0.028351925,163.388296075,298,350,11.6
